timestamp,price,marketing_spend,demand_rate,inventory_level
473813,10.0,92.23236892043077,24.519226113503,76.0
473461,10.0,144.0801129048306,27.739358491236423,0.0
475647,10.0,92.79131853757352,21.530366592800966,0.0
475941,10.0,50.0,19.988883582098136,0.0
473509,10.0,163.85516814245906,32.459510487001204,0.0
476035,10.0,50.0,19.571292478709466,0.0
477266,10.0,50.0,19.37827435587332,142.0
476514,10.0,50.0,20.810983645848374,0.0
476236,10.0,72.50382231313051,19.36614875557887,105.0
475590,10.0,150.96963795018226,25.059098220115395,53.0
474513,10.0,220.64120487840992,33.192796889345125,0.0
477055,10.0,200.65667102918567,31.30444660579354,0.0
475631,10.0,50.0,18.049048334978977,0.0
475649,10.0,50.0,20.18629090437798,0.0
476015,10.0,50.0,18.44930069553234,0.0
476300,10.0,50.0,19.744127738463817,0.0
476634,10.0,50.0,22.17511783313488,0.0
473626,10.0,,31.63026019379506,
477370,10.0,219.79218781388312,32.94905807317626,0.0
474624,10.0,50.0,19.096427093444976,
475990,10.0,50.0,16.845939140104406,0.0
476699,10.0,201.20299068087937,30.69583056984319,0.0
474778,10.0,247.1151665034871,32.3207287677499,0.0
475370,10.0,50.0,20.72122723983194,136.0
476878,10.0,50.0,19.5012359545135,0.0
477583,10.0,146.27613437306462,30.94663376718845,18.0
476058,10.0,,22.035679139221294,0.0
473666,10.0,58.441007996577866,20.179771607839985,147.0
477221,10.0,107.8296782569514,23.22531958424363,74.0
473657,10.0,50.0,22.62560796486447,0.0
475867,10.0,50.0,19.98295480356607,0.0
476355,10.0,61.41528101032226,19.59512820717719,122.0
477235,10.0,50.0,21.784471559204714,0.0
474245,10.0,,28.52315951388142,68.0
474950,10.0,91.93928147903844,24.730126653134302,0.0
475835,10.0,199.79117590276283,31.816550740140496,0.0
473667,10.0,90.07428791384415,20.913098141120212,126.0
474975,10.0,80.50860802082744,25.142825059123147,0.0
475375,10.0,152.0474693284759,29.1567950164324,15.0
474376,10.0,55.80773981207521,22.06460940729051,0.0
473422,10.0,50.0,18.64880028565319,0.0
474394,10.0,,31.53642214086713,0.0
474945,10.0,231.85703875998362,26.78058677548302,0.0
474963,10.0,,20.94661132096595,124.0
476992,10.0,50.0,24.740212213246185,0.0
475246,10.0,50.0,21.577569038344503,0.0
474831,10.0,109.76515674600452,25.550146285405273,0.0
476943,10.0,76.41088864222016,25.52161131074841,0.0
476747,10.0,217.94892461291337,34.738925003386676,0.0
477434,10.022908492559658,51.52904766306893,19.916813144793693,140.0
475700,10.0,50.0,19.36170293387638,0.0
476291,10.0,219.23760355076945,31.727492956083044,0.0
476316,10.0,202.35070054036737,32.826073257341896,0.0
475946,10.0,50.0,17.97464702808569,152.0
477628,10.0,58.61669510733812,21.579700278393254,102.0
476564,10.0,50.0,17.503552826647365,0.0
473369,10.0,50.0,25.64330869576124,0.0
474650,10.0,50.0,19.1468395710665,139.0
474978,10.0,50.0,17.71752068417836,0.0
474758,10.0,123.45074468771578,23.6318484675427,0.0
474162,10.0,50.0,20.859848072493065,0.0
473503,,169.50503442335716,30.016269765122622,12.0
476856,10.0,50.0,19.94079582852243,180.0
477547,10.0,50.0,19.73114383593828,0.0
473649,10.0,236.57557374718021,33.44798532576066,0.0
475389,10.0,50.0,19.570119493703576,0.0
475580,10.0,50.0,19.201994419463777,0.0
474468,10.0,161.11018683804207,28.25863051390404,0.0
476886,10.65949343655177,160.93203843853357,29.150155118627822,45.0
476471,10.0,50.0,16.705907460310648,0.0
476928,10.0,50.0,19.541143879707214,180.0
475845,10.0,50.0,20.394455652281483,0.0
474390,10.0,164.11391429416366,29.508573800888836,42.0
476963,10.0,244.31087408598896,31.47897083510909,0.0
474809,,50.0,22.071521711358592,0.0
477093,10.0,50.0,20.34930358208088,0.0
475449,10.0,243.25280154393005,30.0738839238454,0.0
475081,10.0,50.0,23.869862121704365,153.0
473486,10.0,130.46855614469294,25.977157810721007,0.0
474682,10.0,240.45297632692998,32.79155859378203,0.0
476481,10.0,202.88669128758897,32.688946293856525,0.0
475024,10.0,50.0,23.75654113017997,0.0
475046,10.0,122.53492587686753,24.73471409688563,0.0
477545,10.0,50.0,24.247872621279548,0.0
476755,10.0,50.0,20.88942836514925,0.0
476164,10.0,74.13275648118815,20.526034638876094,101.0
475073,10.0,50.0,21.81925927667113,0.0
474769,10.0,50.0,18.924307038738977,163.0
475145,10.0,50.0,22.540844259802668,0.0
473496,10.0,50.0,20.353708456978236,180.0
475264,10.0,50.0,25.486078798074395,0.0
477661,10.0,124.51430255520636,29.10609365271775,0.0
473995,10.0,50.0,22.668750907995538,0.0
473954,10.0,50.0,19.300234291059848,143.0
476024,10.0,241.09545110091966,31.06745738010983,0.0
476103,10.0,88.73314276567389,25.722935208079416,0.0
475516,10.0,87.23651854340882,17.689425173867765,113.0
477202,10.0,226.06180307959204,33.3562636608421,0.0
473661,10.0,50.0,20.667823323437954,0.0
473951,10.0,50.0,19.261015061018522,0.0
473728,10.0,50.0,21.991560930145702,0.0
474183,10.0,87.7842954512593,23.089259712057824,0.0
476745,10.0,240.71957542844342,34.87035801694758,0.0
474910,10.0,50.0,18.34525228178267,
474260,10.0,50.0,19.368451467886494,0.0
473448,10.0,50.0,19.73278854812527,180.0
476162,,56.18332514457716,19.693085003808743,143.0
473849,10.0,50.0,19.810822259945265,0.0
475775,10.0,50.0,22.199509735366185,0.0
475172,10.0,50.0,21.096465042167814,0.0
476903,10.0,50.0,15.34146291588386,0.0
477491,10.0,208.75449660694886,26.816115422281378,0.0
475438,10.0,50.0,19.911865613265356,
476718,10.0,138.30169935874815,24.02677391255416,74.0
475069,10.0,140.00187136396568,28.69362415027291,0.0
477567,10.0,50.0,18.760323242297204,0.0
475822,10.0,50.0,17.527978319339443,0.0
476050,10.0,208.0392797702904,33.11914031511981,0.0
473527,10.0,189.8218623825009,31.051809398844814,8.0
477158,10.0,58.187454365815924,22.411211732421833,0.0
477019,10.0,50.0,20.62943892177855,0.0
477285,10.0,50.0,19.022620596784115,0.0
475597,10.0,118.95225712337603,27.472602631195493,0.0
473972,10.0,50.0,21.22110795681902,0.0
477187,10.0,50.0,15.498087417084058,0.0
477663,10.0,50.0,22.839421085118982,0.0
475335,10.0,50.0,24.069310484244387,0.0
476748,10.0,211.3276182139651,30.03289990770576,0.0
476136,10.0,50.0,17.67265000904393,182.0
476079,10.0,80.16678051004489,21.769764924584123,0.0
473907,10.0,88.39592338617331,24.735935408404206,119.0
476621,10.0,140.47854914638432,24.68717762589218,72.0
477193,10.0,50.0,18.83102381296003,
473950,10.0,50.0,20.512153247844168,0.0
476692,10.0,83.96208508749143,23.303031759101053,100.0
476986,10.0,197.48364426034777,33.93390263125269,0.0
477647,10.0,50.0,21.859597563142056,0.0
474263,10.0,50.0,19.273645409346678,0.0
473472,10.0,50.0,20.34000982993123,180.0
474620,10.0,50.0,19.114859003284057,0.0
473501,10.0,100.30254840093471,25.819375694324883,72.0
475191,10.0,70.51009228893044,24.454169927606767,0.0
474807,10.0,72.01378097158096,20.842118965583516,0.0
476545,10.0,50.0,18.020768590317328,162.0
477360,,50.0,21.72736705899067,178.0
474696,10.0,50.0,17.59540009642191,182.0
476547,10.0,67.29252716712878,21.932623058066163,120.0
476944,10.0,50.0,22.72996943776953,0.0
476604,10.0,186.1361335848295,29.277249647326453,0.0
476857,10.0,50.0,19.002681387751004,161.0
474916,10.0,97.84886299476119,21.243510468935096,113.0
475482,10.0,50.0,19.383181942973412,0.0
475760,10.0,201.9162584620566,32.99416721510628,0.0
477041,10.0,50.0,24.939646708168393,0.0
475691,10.0,223.33303763676196,31.763024015785177,0.0
473941,10.0,138.35582540508452,25.979711403739348,0.0
476793,10.0,243.11280179747158,33.618701478502715,0.0
477671,10.0,50.0,21.680602500930547,0.0
475696,10.0,50.0,25.150932635228713,0.0
474209,10.0,50.0,22.266400191593814,0.0
475741,10.0,173.57936069944262,26.107751998359173,0.0
475823,10.0,50.0,21.621024340782817,0.0
473823,10.0,76.03956900541027,20.037913313468138,0.0
474358,10.0,50.0,18.700350669206152,0.0
473863,10.0,175.7528879711355,30.66168345370352,28.0
474633,10.0,247.94015547068327,33.08405979855037,0.0
475526,10.0,116.1938963703297,25.62774377011555,0.0
477485,10.0,124.61604247233814,27.5225732556565,78.0
474150,10.0,173.56794635841916,30.448493820883687,35.0
474083,10.0,197.4439977710442,33.96559907057361,0.0
477210,10.0,50.0,20.70132619149493,0.0
474630,10.0,162.4718679810852,27.041169104333893,44.0
475570,10.0,234.05233207837088,34.518996479775765,0.0
477576,10.0,50.0,18.37430825526665,182.0
475767,10.0,62.465377753548836,22.490152249709162,0.0
474610,10.0,218.63091641354256,30.31987970391397,0.0
476145,10.0,203.26895861520578,28.100773573453385,0.0
476756,10.0,50.0,19.788293793795216,0.0
474142,10.0,50.0,18.49241705554525,0.0
473502,10.0,134.74819958410052,29.50439411925455,42.0
474155,10.0,197.96646267038514,32.80829652392984,0.0
477418,10.0,249.49403575623055,33.70906298113877,0.0
473518,10.0,50.0,19.407459306441883,0.0
475523,10.0,211.22849870226352,30.7180554106836,0.0
475216,10.0,50.0,22.639976365277494,0.0
473858,10.0,,19.77335982928134,146.0
475099,10.0,50.0,23.014726398413604,0.0
474832,10.0,50.0,24.889644033248395,0.0
473857,10.0,50.0,17.371412896728884,166.0
475692,10.0,198.58862152004252,29.776754679002657,0.0
475530,10.0,50.0,21.949460555723437,0.0
474788,10.0,50.0,19.4878953385803,0.0
475588,10.0,109.41533582590122,24.039115580379285,101.0
473820,10.0,198.1710681328904,29.91252950918529,0.0
477289,10.0,50.0,20.522446588994562,160.0
475753,10.0,50.0,19.89709542691825,158.0
474940,10.0,95.42641220134888,18.877012427203113,113.0
473504,10.0,192.9690288313915,32.42711256964137,0.0
476829,10.0,50.0,21.344052969398508,0.0
473531,10.0,218.91614583684284,34.11946978722923,0.0
474181,10.0,174.17577949399288,31.412654529303325,0.0
475394,,51.795624605756764,18.358747501671154,146.0
474377,10.0,50.0,23.109141964627337,0.0
474301,10.0,162.03498898882827,28.09507550680592,0.0
475907,10.0,192.96045884464962,29.10541142183381,0.0
473360,10.135740656545028,273.85960375536183,32.415042953136584,257.0
475913,10.0,50.0,21.343522222035638,0.0
473809,10.0,50.0,18.05558687130115,164.0
474726,10.0,126.3653076748611,24.247444056897656,52.0
476255,10.0,50.0,18.110520147550424,0.0
476209,10.0,50.53886473540566,18.09086943054076,163.0
473946,10.0,50.0,19.746098902330534,0.0
474423,10.0,50.0,21.75793118666889,0.0
474195,10.0,84.80450120461948,20.282062502564045,114.0
475836,10.0,181.82528135590488,27.41931112504671,0.0
474979,10.0,50.0,23.537291964469098,0.0
474651,10.0,65.68759876316703,20.032693118081582,119.0
477557,10.0,100.63690329788277,26.172791354347904,72.0
475548,10.0,183.95627578050798,30.137033401090445,0.0
476284,10.0,,24.26022929417865,92.0
473723,10.0,193.8830582949877,29.08051236242627,0.0
473920,10.0,50.0,18.758172787947316,0.0
474386,10.0,70.20140373113509,20.001129287026227,144.0
474072,,50.0,20.603919054571737,179.0
474128,10.0,207.9090078029123,31.322350288930796,
473536,10.0,50.0,23.994181226508623,0.0
475529,10.0,50.0,20.893239605604776,0.0
474796,10.0,88.74049927461205,22.425675812937595,96.0
476000,10.0,229.0912734080168,33.13299538281952,0.0
477605,10.0,122.63878971643186,23.23257597470386,
475224,10.0,50.0,21.51819217483631,
476743,10.0,182.91870472166065,30.25195194954189,12.0
474612,10.0,184.97762715941087,29.692385300654514,0.0
474154,10.0,207.07740970686538,32.794832426764444,0.0
476397,10.0,50.0,17.824614179913453,0.0
474779,10.0,231.2312868027354,29.897191409585645,0.0
474843,10.0,55.465387398461175,22.40946208153959,120.0
476450,10.0,50.0,21.048135931672643,134.0
473784,10.0,50.0,19.135317562693235,181.0
475955,10.0,211.15675032823822,31.72575745588494,0.0
473590,10.0,50.0,20.53388144510499,0.0
474321,10.0,247.48898491301057,34.38666031841907,0.0
475440,10.0,50.0,19.763901238452004,180.0
474924,10.0,177.29948771416048,28.260737933743155,0.0
473648,10.0,242.96297825289844,32.23617642322279,0.0
474661,10.0,140.92495267898892,26.498702096890494,0.0
475300,10.0,102.51659566307552,21.873399667330247,102.0
473815,10.0,176.62928438809547,28.60877198529844,21.0
476902,10.0,50.0,20.29985186650724,0.0
477305,10.0,50.0,22.925356781780714,0.0
474096,10.0,50.0,21.047359977775333,179.0
477550,10.0,50.0,18.380580132337872,0.0
473563,10.0,50.0,22.814714744185082,0.0
474330,10.0,50.0,20.543720866981424,0.0
473436,10.0,188.99894586832048,29.607775654155777,0.0
476531,10.0,164.23274265368053,28.221663897553015,0.0
474241,10.0,50.0,18.760000160321937,161.0
476228,10.0,50.0,21.1060575298704,0.0
476378,10.0,50.0,20.85047650295922,136.0
476122,10.0,229.49268400499514,31.877918478647622,0.0
473790,10.0,176.8646708573791,29.472084455278456,40.0
477189,10.0,50.0,18.502569561255658,0.0
475574,10.0,112.73086076425848,26.32983668421952,0.0
474640,10.0,50.0,20.72765434627523,0.0
474850,10.0,256.5109820352648,35.55248263959339,0.0
475367,10.0,50.0,21.732528724903453,0.0
476078,10.0,129.28922598444737,26.65868211976103,0.0
474240,10.0,50.0,20.250080034006967,180.0
473670,10.0,201.8273653476678,29.825194211836486,48.0
474223,10.0,207.20022740228296,32.5034768370151,11.0
476367,10.0,,27.591595523528103,0.0
473375,10.0,50.0,19.75934206248449,0.0
475302,10.0,157.0625593419724,30.857297089259408,
473540,10.0,50.0,18.44934768244379,0.0
473642,10.0,57.49298949973211,22.375111478661807,132.0
476533,10.0,127.56520612176591,25.08293033052128,0.0
473622,,114.90069168451517,25.23462438731613,45.0
476016,10.0,50.0,20.620930466126705,179.0
474420,10.0,174.28285161072594,27.487351900170385,0.0
475581,10.0,50.0,17.631537063350244,0.0
475694,10.0,119.51788751486582,27.081606374171137,0.0
473660,10.0,50.0,19.060442759983555,0.0
477042,10.0,50.0,25.117611205561833,0.0
476390,10.0,123.561928537517,26.75592440668149,0.0
476515,10.0,50.0,18.90122729901427,0.0
473718,10.0,124.53706075715868,26.111461198745964,48.0
474839,10.0,50.0,19.984849359195326,0.0
477025,10.0,50.0,19.715487017098265,159.0
475565,10.0,141.33035610840517,24.766649071157616,65.0
474446,10.0,111.47315592185234,23.95219346314402,0.0
477216,10.0,50.0,21.135983266822052,179.0
476239,10.0,170.88803762380923,25.748606679976724,29.0
474764,10.0,50.0,18.667484449971834,0.0
477528,10.0,50.0,17.41901112734038,183.0
474613,10.0,166.47856106529645,27.061937550279517,0.0
476245,10.0,186.72487418193455,29.58914914299495,0.0
476117,10.0,132.44797582322823,25.57936709713093,59.0
474498,10.0,50.0,20.828678350109882,0.0
476215,10.0,217.15094365483537,28.770636858283844,9.0
476124,10.0,185.97800059865102,32.95146826472892,0.0
475018,10.0,229.83149030085556,34.93332101115461,0.0
473548,10.0,74.37535948814727,21.547825319480236,97.0
476550,10.0,151.3563083548825,28.561983154187768,46.0
473572,10.0,82.92279405095793,22.301389816221853,96.0
475418,10.0,52.13488793066729,20.223140642327294,140.0
477658,10.0,199.92522294463538,32.9143176197241,0.0
474819,10.0,97.8496309391921,23.716497436922765,117.0
476510,10.0,63.90720950441002,22.11670327643749,
475931,10.0,193.3191635745871,28.577221176412625,0.0
475575,10.0,75.61746984209256,24.09575332338312,0.0
475343,10.0,50.0,22.792958068377416,0.0
474482,10.0,56.62355651398589,22.87433109238698,138.0
474316,10.0,95.68264567122554,22.664497184663432,95.0
474708,10.0,177.34140687128294,31.57917660863658,
475221,,50.0,20.78005686886642,0.0
475256,10.0,191.8448569735505,28.848682772708962,0.0
476056,10.0,50.0,24.901153545455465,0.0
474828,10.0,219.91357918922026,33.17581091738943,
474135,10.0,103.92378363096364,28.521588654461823,0.0
474267,10.0,93.32509620577288,22.14828110826441,114.0
476182,10.0,50.0,18.73949987889806,0.0
477428,10.0,50.0,17.40897388609679,0.0
476483,10.0,197.001058829029,32.5515718649826,0.0
473557,10.0,127.8048222806406,26.408075356099122,0.0
476628,10.0,203.76492235779162,30.210444485268354,0.0
474164,10.0,50.0,19.680434431461464,
474221,10.0,119.0345702913833,26.84637474517966,71.0
474116,10.0,50.0,20.015975359131925,0.0
475668,10.0,188.79734094004303,31.203939790116596,0.0
475706,10.0,50.0,17.528871836167927,143.0
476884,10.0,82.97600795205753,24.73628610852726,99.0
477611,10.0,225.66269800088014,31.317750598460506,0.0
475155,10.0,61.84387567666394,20.204490177167987,124.0
476429,10.0,106.28265370965052,23.654373509636756,72.0
476036,10.0,50.0,21.189235339743426,0.0
475119,10.0,71.43260620445658,27.846657292036586,0.0
476128,10.0,50.0,21.33138688692693,0.0
473385,10.0,206.72233757797483,30.65307418221012,0.0
474469,10.0,136.185309982513,29.668039740588142,0.0
477074,10.0,62.30977395477137,21.533685699837587,136.0
477231,10.0,50.0,23.287772244646018,0.0
474086,10.0,113.53958664177952,26.48734601814546,0.0
473882,10.0,55.18480736255079,18.676052608845183,143.0
474028,10.0,70.54005549670401,21.39327933204073,99.0
476633,10.0,50.0,21.59535556313291,0.0
477047,10.0,50.0,22.53010436856167,0.0
476812,10.0,83.73950858124329,22.1571495908859,90.0
475568,10.0,220.29812882969418,30.27804311258435,0.0
473846,10.0,115.5250756601375,22.96294500743436,0.0
476578,10.0,216.42475479738658,29.991652144451237,0.0
475380,10.0,181.98439657237057,31.633014835170993,0.0
474849,10.0,252.8767312995529,31.743667666984532,0.0
473903,10.0,50.0,17.256288302735662,0.0
475507,10.0,50.0,18.572161167403415,0.0
473890,10.0,,31.884688643290616,0.0
474580,10.0,97.43192606086801,25.165180543915092,87.0
473606,10.0,125.47617089959463,28.554817815192866,0.0
473766,10.0,135.5078316534356,29.613263168368242,33.0
474747,10.0,85.48431136446285,22.300332822045384,117.0
475453,10.0,150.56034424614592,27.60672340245672,0.0
477534,10.0,150.1459323154755,27.3436810954199,43.0
477290,10.0,52.991743792903236,20.681065451705937,139.0
475323,10.0,72.78450980918527,20.97094132323909,114.0
477309,10.0,50.0,18.48309909069681,0.0
477650,10.0,54.62581593167183,18.579808577426867,139.0
477250,10.0,189.79345570317352,28.64630897673185,0.0
477455,10.0,50.0,22.044775575206664,0.0
473994,10.0,50.0,21.31440035469921,0.0
475998,10.0,165.14657082998355,28.96833987966638,39.0
475950,10.0,146.30066422734052,28.02772089918115,60.0
473432,10.0,184.3003876717143,27.309464003214902,0.0
475036,10.0,115.45770459307853,26.317972358216167,87.0
474968,10.0,204.92753682089764,30.671496380188703,
473445,10.0,50.0,22.272241785237828,0.0
473703,10.0,72.68773850196148,24.23173215279221,0.0
474249,10.0,259.2602732404237,32.77890644752426,0.0
474538,10.0,228.26444434899162,32.86103281696607,0.0
477111,10.0,57.460787975016586,23.300328853049496,
475952,10.0,204.08072882265174,28.376182392064337,6.0
476671,10.0,212.06516159427272,30.968096570415348,19.0
475839,10.0,88.24568792966211,23.462271444170977,
476562,10.0,50.0,20.906278418398347,0.0
473650,10.0,231.87874999641056,35.10558965123103,0.0
476733,10.0,50.0,19.422374384559483,0.0
475257,10.0,219.9621228392435,32.6721759915381,0.0
474403,10.0,50.0,16.75950475468422,0.0
476885,10.0,117.47420645478466,24.75682996896172,74.0
474784,10.0,50.0,21.197712413071518,0.0
475900,10.0,96.74814576376566,23.09023714845679,97.0
474773,10.0,,25.28523861974751,75.0
475183,10.0,178.04472496898205,30.325453720961363,19.0
476969,10.0,50.0,20.71867823739397,0.0
475091,10.0,247.8972293533787,34.66282468415901,0.0
474098,10.0,53.144998317079384,17.348457619182135,141.0
475070,10.0,102.26801662903338,26.384863721228733,0.0
476453,10.0,133.1850503347696,28.24758171546535,58.0
477257,10.0,50.0,21.470864248375147,0.0
475972,10.0,79.73663751101901,22.53157487778742,99.0
475927,10.0,153.21550246391843,26.909809990099557,35.0
476647,10.0,187.9735299829546,26.12187146707658,27.0
477219,10.098833482298337,56.81526796050291,20.907046643362253,119.0
474970,10.0,217.2993376266544,31.802547954709105,0.0
474404,10.0,50.0,18.451353591436607,0.0
473842,10.0,187.3262186563308,28.266771523603456,0.0
476477,10.0,123.71747882777393,28.162319809926974,72.0
477310,10.0,50.0,19.13419508083653,0.0
474057,10.0,216.06649741385436,28.09588152908807,0.0
474932,10.0,50.0,16.346602578302885,0.0
475340,10.0,50.0,22.286289604875353,0.0
476105,10.0,50.0,23.72934742258609,0.0
474509,10.0,119.14779788108378,25.042070491551083,77.0
476179,10.0,50.0,19.83837227086951,0.0
475082,10.0,65.33134671824801,21.165061599348885,132.0
473421,10.0,50.0,19.09825054113009,0.0
474884,10.0,50.0,20.765696520164276,0.0
474190,10.0,50.0,19.438248606193035,0.0
477474,10.0,50.0,18.9053108861388,0.0
477523,10.0,50.0,18.98813010156386,0.0
473684,10.0,50.0,17.671209671124068,0.0
474163,10.0,50.0,18.644954813957252,0.0
473591,10.0,50.0,16.63533428594006,0.0
474703,10.0,212.52105736890462,30.120685733879583,16.0
474139,10.0,50.0,22.009179128813955,0.0
477108,10.0,173.97851598701877,26.17018616569816,
475887,10.0,100.02105229319803,24.23737010273376,0.0
474781,10.0,,28.015238573895164,0.0
474458,10.0,50.0,17.203958582619805,150.0
477525,10.0,50.0,18.67192586694388,0.0
473936,10.0,212.7525811870591,31.11774757808883,0.0
476207,10.0,50.0,17.413264135143397,0.0
476759,10.0,50.0,17.77832175439808,0.0
473948,10.0,50.0,19.53394432229007,0.0
475084,10.0,112.79138854568622,26.974890231645773,81.0
474541,10.0,140.56809363456136,29.19619217229273,0.0
474861,10.0,50.0,17.749505318060272,0.0
476281,10.0,50.0,20.726506990754054,160.0
475601,10.0,50.0,23.272076142255266,0.0
473413,10.0,155.91186191926357,28.638163369973586,0.0
474379,10.0,50.0,18.734751380172014,0.0
477514,10.0,202.82298226911064,29.081267418876475,0.0
473397,10.0,50.0,18.11770687939265,0.0
475661,10.0,145.3267182461571,30.209713998904785,75.0
477294,10.0,145.2159802073043,28.7097591278678,40.0
476426,,54.123602736222026,21.954958407488466,140.0
477277,10.0,158.6715124702944,27.204456306472004,0.0
473366,10.0,157.81303093926246,26.85173178991182,58.0
476650,10.0,194.08492886582846,28.37288245268277,0.0
